id	gid	gchr.g	gpos.g	gchr.p	gpos.p	qchr.g	marker	qpos.g	qleft.g	qright.g	qchr.p	qpos.p	LOD	ADD	Rsqure	type
200	GRMZM2G089056	1	84.7 	1	6923291 	2	334	457.2 	452.2 	462.6 	2	44381653	5.05 	-0.15 	0.09 	trans
201	GRMZM2G089092	1	85.1 	1	6930219 	1	98	87.7 	86.7 	89.7 	1	6880330	27.90 	1.45 	0.59 	cis
202	GRMZM2G109566	1	93.3 	1	7078187 	3	83	153.6 	147.7 	163.1 	3	5296840	4.97 	-0.42 	0.12 	trans
203	GRMZM2G109566	1	93.3 	1	7078187 	1	470	487.9 	483.2 	494.8 	1	73895066	4.81 	-0.40 	0.11 	trans
204	GRMZM2G109509	1	93.4 	1	7089216 	10	492	581.4 	578.1 	589.1 	10	145039812	5.97 	1.31 	0.18 	trans
205	GRMZM2G090738	1	93.8 	1	7166412 	1	102	94.2 	93.3 	96.2 	1	7509735	45.97 	-14.93 	0.72 	cis
206	GRMZM2G057158	1	93.9 	1	7195540 	1	99	92.8 	89.8 	96.2 	1	7061508	11.34 	1.21 	0.24 	cis
207	GRMZM2G057158	1	93.9 	1	7195540 	8	298	372.1 	368.3 	373.2 	8	75817356	6.04 	0.79 	0.11 	trans
208	GRMZM2G057158	1	93.9 	1	7195540 	9	593	653.2 	647.7 	655.4 	9	152021554	4.74 	-0.70 	0.08 	trans
209	GRMZM2G040887	1	94.2 	1	7253753 	1	102	94.2 	93.3 	96.2 	1	7509735	53.06 	-2.17 	0.89 	cis
210	GRMZM2G132019	1	94.4 	1	7299097 	1	102	94.2 	93.3 	96.2 	1	7509735	21.95 	-1.44 	0.44 	cis
211	GRMZM2G071349	1	94.5 	1	7302524 	1	99	91.8 	89.8 	93.3 	1	7061508	12.30 	0.48 	0.40 	cis
212	GRMZM2G007441	1	94.5 	1	7314137 	1	102	94.2 	93.3 	96.2 	1	7509735	23.45 	-0.74 	0.50 	cis
213	GRMZM2G096020	1	94.7 	1	7345289 	1	102	94.2 	93.3 	96.2 	1	7509735	51.70 	-3.41 	0.78 	cis
214	GRMZM2G095968	1	94.8 	1	7359514 	1	102	94.2 	93.3 	96.2 	1	7509735	43.98 	1.44 	0.73 	cis
215	GRMZM2G099598	1	95.0 	1	7399205 	9	475	530.0 	526.3 	537.0 	9	143190392	5.37 	-0.37 	0.15 	trans
216	GRMZM2G099598	1	95.0 	1	7399205 	10	419	488.4 	483.4 	495.5 	10	141601910	5.03 	-0.37 	0.15 	trans
217	GRMZM2G092719	1	95.3 	1	7457818 	3	755	941.3 	936.8 	942.6 	3	212479428	4.87 	2.66 	0.13 	trans
218	GRMZM2G092719	1	95.3 	1	7457818 	4	243	336.3 	330.8 	342.1 	4	26251196	4.24 	-2.33 	0.11 	trans
219	GRMZM2G059428	1	95.4 	1	7489725 	1	99	92.8 	90.8 	93.3 	1	7061508	47.28 	-1.28 	0.50 	cis
220	GRMZM2G059428	1	95.4 	1	7489725 	2	482	639.7 	628.8 	641.3 	2	189572096	4.66 	-0.17 	0.02 	trans
221	GRMZM2G110345	1	95.8 	1	7563209 	1	105	96.5 	95.2 	97.3 	1	7692585	12.09 	1.11 	0.26 	cis
222	GRMZM2G110345	1	95.8 	1	7563209 	7	242	330.3 	329.3 	331.2 	7	119692314	6.92 	-1.12 	0.13 	trans
223	GRMZM2G110345	1	95.8 	1	7563209 	10	206	236.2 	233.2 	237.0 	10	93027118	6.10 	-0.73 	0.12 	trans
224	GRMZM2G110345	1	95.8 	1	7563209 	8	462	582.3 	573.1 	588.6 	8	161523804	5.33 	-0.67 	0.10 	trans
225	GRMZM2G410991	1	95.8 	1	7567721 	1	92	82.9 	81.9 	89.8 	1	6382882	11.09 	1.02 	0.31 	cis
226	GRMZM2G465806	1	96.0 	1	7599764 	1	96	86.5 	84.4 	95.2 	1	6693813	5.06 	0.05 	0.14 	cis
227	GRMZM2G048740	1	96.5 	1	7693773 	1	105	96.5 	95.2 	97.3 	1	7692585	18.37 	-1.46 	0.37 	cis
228	GRMZM2G048740	1	96.5 	1	7693773 	3	328	457.5 	453.4 	460.3 	3	120889450	7.32 	-0.75 	0.12 	trans
229	GRMZM2G119499	1	97.0 	1	7825161 	6	40	90.3 	88.5 	96.6 	6	7957497	8.80 	-8.63 	0.25 	trans
230	GRMZM2G119499	1	97.0 	1	7825161 	1	896	934.8 	932.9 	936.2 	1	231258888	5.71 	6.73 	0.15 	trans
231	GRMZM2G096269	1	97.1 	1	7860639 	1	106	97.3 	95.2 	97.8 	1	7981364	15.53 	10.29 	0.36 	cis
232	GRMZM2G096247	1	97.2 	1	7864155 	1	96	86.5 	83.4 	93.3 	1	6693813	6.87 	6.00 	0.17 	cis
233	GRMZM2G096247	1	97.2 	1	7864155 	6	40	90.3 	87.5 	100.1 	6	7957497	5.29 	-5.02 	0.13 	trans
234	GRMZM2G096247	1	97.2 	1	7864155 	7	262	348.5 	344.3 	350.8 	7	123682932	4.37 	4.78 	0.10 	trans
235	GRMZM2G096153	1	97.2 	1	7867430 	1	128	113.6 	113.1 	116.9 	1	9397626	4.96 	-1.24 	0.13 	cis
236	GRMZM2G092592	1	97.5 	1	7955544 	4	474	574.0 	570.2 	579.8 	4	174964566	4.49 	-0.18 	0.14 	trans
237	GRMZM2G092481	1	97.6 	1	7967533 	1	105	96.5 	95.2 	97.3 	1	7692585	26.68 	-1.20 	0.58 	cis
238	GRMZM2G092481	1	97.6 	1	7967533 	6	418	520.5 	517.6 	522.6 	6	154316575	9.80 	-1.23 	0.13 	trans
239	GRMZM2G092481	1	97.6 	1	7967533 	5	318	433.6 	428.6 	437.4 	5	42801998	4.58 	-0.40 	0.07 	trans
240	GRMZM2G173372	1	97.7 	1	7997134 	1	108	97.6 	96.5 	99.8 	1	8013474	19.02 	1.16 	0.44 	cis
241	GRMZM2G173372	1	97.7 	1	7997134 	7	45	70.5 	64.5 	78.7 	7	2630500	4.85 	0.51 	0.08 	trans
242	GRMZM2G075701	1	97.8 	1	8030898 	1	110	98.6 	97.6 	100.7 	1	8035456	40.42 	7.86 	0.74 	cis
243	GRMZM2G075901	1	98.0 	1	8039996 	1	111	99.8 	97.8 	100.8 	1	8088488	51.45 	1.54 	0.89 	cis
244	GRMZM2G056488	1	98.8 	1	8084268 	7	422	505.1 	504.1 	506.0 	7	156828958	inf	1.76 	0.90 	trans
245	GRMZM2G056377	1	98.9 	1	8093733 	1	117	101.9 	100.9 	103.9 	1	8401838	48.12 	-2.27 	0.83 	cis
246	GRMZM2G475168	1	98.9 	1	8098753 	1	105	96.5 	95.2 	100.7 	1	7692585	7.58 	0.44 	0.19 	cis
247	GRMZM2G475168	1	98.9 	1	8098753 	7	17	17.5 	7.3 	18.4 	7	1280314	4.17 	-0.33 	0.11 	trans
248	GRMZM2G176523	1	98.9 	1	8100171 	1	116	100.8 	98.8 	102.9 	1	8322372	11.23 	0.19 	0.22 	cis
249	GRMZM2G176499	1	99.0 	1	8105003 	1	110	98.6 	97.6 	100.7 	1	8035456	18.31 	0.67 	0.38 	cis
250	GRMZM2G176499	1	99.0 	1	8105003 	3	229	378.5 	374.2 	384.7 	3	19935484	5.57 	0.33 	0.09 	trans
251	GRMZM2G176397	1	99.3 	1	8141909 	1	119	105.0 	100.9 	109.9 	1	8620622	9.39 	2.06 	0.21 	cis
252	GRMZM2G176397	1	99.3 	1	8141909 	7	408	496.5 	492.0 	497.0 	7	155874448	7.04 	1.83 	0.15 	trans
253	GRMZM2G176131	1	99.9 	1	8222044 	9	274	320.6 	320.1 	321.8 	9	96289762	21.31 	-0.61 	0.34 	trans
254	AC155624.2_FG006	1	100.3 	1	8267028 	1	92	82.9 	81.4 	89.7 	1	6382882	10.16 	0.46 	0.27 	cis
255	AC155624.2_FG006	1	100.3 	1	8267028 	8	469	595.5 	587.6 	596.6 	8	161680304	6.82 	-0.37 	0.17 	trans
256	GRMZM5G833774	1	100.3 	1	8273449 	7	541	671.3 	669.3 	671.7 	7	167357809	11.46 	5.94 	0.24 	trans
257	GRMZM5G891266	1	100.4 	1	8286345 	5	596	723.2 	721.9 	725.2 	5	196021960	7.64 	-0.84 	0.21 	trans
258	GRMZM5G891266	1	100.4 	1	8286345 	7	427	510.5 	503.7 	515.8 	7	157464252	4.54 	0.57 	0.12 	trans
259	AC155624.2_FG011	1	100.5 	1	8291890 	1	928	967.9 	962.1 	969.4 	1	240380960	6.95 	-0.27 	0.21 	trans
260	AC155624.2_FG011	1	100.5 	1	8291890 	3	269	419.9 	417.8 	425.3 	3	31557356	4.48 	0.21 	0.13 	trans
261	GRMZM2G018417	1	100.8 	1	8331746 	1	117	101.9 	100.9 	103.9 	1	8401838	40.01 	3.71 	0.72 	cis
262	GRMZM2G018417	1	100.8 	1	8331746 	3	867	1084.5 	1078.8 	1092.5 	3	224325113	4.49 	-0.79 	0.04 	trans
263	GRMZM2G018579	1	100.8 	1	8352869 	8	199	269.5 	267.1 	271.2 	8	16988162	9.41 	-0.55 	0.28 	trans
264	GRMZM2G018579	1	100.8 	1	8352869 	10	257	276.1 	271.4 	279.2 	10	120010900	6.13 	-0.42 	0.17 	trans
265	GRMZM2G018706	1	100.8 	1	8355014 	1	116	100.8 	98.8 	102.9 	1	8322372	32.81 	0.58 	0.65 	cis
266	GRMZM2G157510	1	100.8 	1	8449239 	1	117	101.9 	100.8 	105.0 	1	8401838	17.01 	1.72 	0.41 	cis
267	GRMZM2G009014	1	102.8 	1	8517227 	1	121	105.9 	105.4 	108.3 	1	8624169	47.53 	1.58 	0.85 	cis
268	GRMZM2G172758	1	103.4 	1	8536844 	1	121	106.9 	105.4 	107.3 	1	8624169	15.27 	-2.64 	0.38 	cis
269	GRMZM2G172758	1	103.4 	1	8536844 	4	405	458.9 	456.9 	467.3 	4	157674298	8.74 	-1.76 	0.17 	trans
270	GRMZM2G472167	1	104.0 	1	8559282 	1	119	105.0 	102.9 	105.9 	1	8620622	26.48 	-0.89 	0.63 	cis
271	GRMZM2G171181	1	105.7 	1	8618503 	1	121	105.9 	104.1 	108.3 	1	8624169	37.52 	54.36 	0.71 	cis
272	GRMZM2G171181	1	105.7 	1	8618503 	8	638	804.5 	795.4 	806.4 	8	171638444	4.35 	11.97 	0.04 	trans
273	GRMZM2G171324	1	105.9 	1	8624326 	1	121	105.9 	105.4 	108.3 	1	8624169	68.68 	1.95 	0.91 	cis
274	GRMZM2G474258	1	110.8 	1	8634369 	8	293	367.3 	366.9 	369.3 	8	75622307	7.59 	0.12 	0.22 	trans
275	GRMZM2G046888	1	111.9 	1	8943861 	2	557	744.8 	738.9 	750.2 	2	204174065	5.34 	0.12 	0.15 	trans
276	GRMZM2G046888	1	111.9 	1	8943861 	3	400	523.4 	513.5 	527.0 	3	152074508	4.42 	-0.09 	0.12 	trans
277	GRMZM2G047002	1	112.1 	1	8979609 	1	134	118.1 	116.3 	120.1 	1	9917248	9.87 	1.79 	0.23 	cis
278	GRMZM2G047002	1	112.1 	1	8979609 	2	48	69.6 	68.6 	70.9 	2	3692186	6.23 	-2.06 	0.13 	trans
279	GRMZM2G450071	1	112.3 	1	9047217 	1	126	111.3 	110.8 	113.6 	1	9205756	38.88 	0.27 	0.76 	cis
280	GRMZM2G450071	1	112.3 	1	9047217 	4	602	737.1 	733.4 	744.5 	4	200847909	4.54 	-0.06 	0.04 	trans
281	GRMZM2G149257	1	112.3 	1	9051566 	2	243	372.3 	371.8 	379.2 	2	20462262	5.38 	-1.91 	0.16 	trans
282	GRMZM2G450125	1	112.4 	1	9058532 	5	121	180.4 	173.4 	187.4 	5	5915347	4.97 	0.48 	0.17 	trans
283	GRMZM2G355846	1	112.8 	1	9190321 	1	105	96.5 	93.3 	97.6 	1	7692585	8.19 	-0.12 	0.24 	cis
284	GRMZM5G860938	1	113.5 	1	9361839 	1	128	114.6 	113.1 	115.6 	1	9397626	40.67 	2.21 	0.74 	cis
285	GRMZM5G860938	1	113.5 	1	9361839 	10	518	613.9 	612.8 	628.9 	10	146153716	4.83 	0.47 	0.04 	trans
286	GRMZM2G107686	1	113.6 	1	9397465 	1	122	107.3 	102.9 	111.3 	1	8628893	5.64 	0.13 	0.16 	cis
287	GRMZM2G107686	1	113.6 	1	9397465 	2	559	747.0 	741.5 	749.6 	2	204627018	5.57 	-0.15 	0.17 	trans
288	GRMZM2G107686	1	113.6 	1	9397465 	9	126	167.9 	159.7 	172.1 	9	12644544	4.26 	-0.11 	0.12 	trans
289	GRMZM2G107532	1	116.3 	1	9435211 	1	128	113.6 	113.1 	115.6 	1	9397626	30.41 	2.14 	0.67 	cis
290	GRMZM2G103599	1	116.3 	1	9495671 	1	132	117.4 	113.6 	119.1 	1	9464156	5.20 	-1.53 	0.12 	cis
291	GRMZM2G170567	1	116.3 	1	9532092 	1	128	115.6 	113.6 	116.3 	1	9397626	18.17 	-3.17 	0.51 	cis
292	GRMZM2G113174	1	116.4 	1	9558635 	1	132	117.4 	116.9 	118.1 	1	9464156	36.91 	-3.97 	0.74 	cis
293	GRMZM2G113239	1	116.4 	1	9564061 	1	965	990.2 	992.1 	996.1 	1	246518470	57.40 	-3.17 	0.81 	trans
294	GRMZM2G113239	1	116.4 	1	9564061 	2	189	293.4 	289.5 	297.7 	2	14718340	4.66 	-0.72 	0.02 	trans
295	GRMZM2G415343	1	116.5 	1	9584210 	1	128	115.6 	113.6 	116.3 	1	9397626	45.79 	-1.49 	0.82 	cis
296	GRMZM2G415343	1	116.5 	1	9584210 	4	416	475.0 	469.2 	482.1 	4	159652492	4.36 	-0.27 	0.03 	trans
297	GRMZM2G038485	1	118.4 	1	10089009 	1	137	119.1 	118.1 	120.1 	1	10618984	69.86 	7.97 	0.92 	cis
298	GRMZM2G339563	1	118.5 	1	10094503 	1	137	119.1 	118.1 	121.1 	1	10618984	36.88 	-1.22 	0.80 	cis
299	GRMZM2G339563	1	118.5 	1	10094503 	8	451	561.1 	557.1 	563.1 	8	156305978	7.62 	-1.24 	0.83 	trans
300	GRMZM2G087918	1	120.0 	1	10226799 	1	137	119.1 	118.1 	120.1 	1	10618984	47.01 	-2.39 	0.82 	cis
301	GRMZM2G087918	1	120.0 	1	10226799 	8	146	208.9 	200.4 	212.2 	8	10863498	4.17 	0.43 	0.02 	trans
302	GRMZM2G117855	1	121.5 	1	10360712 	1	134	118.1 	117.4 	121.1 	1	9917248	15.17 	-0.80 	0.36 	cis
303	GRMZM2G117855	1	121.5 	1	10360712 	3	564	690.3 	690.0 	690.8 	3	184064218	5.97 	-2.11 	0.13 	trans
304	GRMZM2G418037	1	121.6 	1	10368453 	3	232	381.1 	372.2 	386.6 	3	18716579	5.44 	-0.27 	0.16 	trans
305	GRMZM2G142938	1	122.9 	1	10487235 	1	137	124.1 	119.1 	128.1 	1	10618984	43.28 	1.39 	0.86 	cis
306	GRMZM2G142938	1	122.9 	1	10487235 	10	575	725.0 	716.8 	729.0 	10	148572816	5.15 	0.30 	0.04 	trans
307	GRMZM2G142938	1	122.9 	1	10487235 	7	154	234.3 	231.6 	237.5 	7	13917052	4.74 	-0.29 	0.03 	trans
308	GRMZM2G028521	1	123.6 	1	10544121 	1	137	120.1 	118.1 	124.1 	1	10618984	19.96 	2.74 	0.49 	cis
309	GRMZM2G150915	1	124.1 	1	10588235 	1	150	135.2 	128.7 	135.8 	1	12172707	6.75 	-0.08 	0.16 	cis
310	GRMZM2G150867	1	124.1 	1	10591845 	9	595	658.2 	654.2 	660.3 	9	152188329	6.35 	-0.49 	0.19 	trans
311	GRMZM2G150867	1	124.1 	1	10591845 	2	151	220.0 	214.5 	224.5 	2	11542306	4.76 	-0.42 	0.14 	trans
312	GRMZM2G043799	1	125.1 	1	10676638 	1	137	126.1 	122.1 	128.7 	1	10618984	37.51 	0.32 	0.80 	cis
313	GRMZM2G329159	1	125.3 	1	10695106 	4	96	150.2 	137.2 	151.1 	4	5177014	5.67 	0.14 	0.16 	trans
314	GRMZM2G329159	1	125.3 	1	10695106 	6	470	576.5 	575.3 	582.2 	6	159920861	5.06 	-0.13 	0.14 	trans
315	GRMZM2G329159	1	125.3 	1	10695106 	5	87	142.9 	138.4 	145.5 	5	4574746	4.66 	-0.13 	0.13 	trans
316	GRMZM2G092578	1	127.0 	1	10846902 	8	66	103.2 	95.5 	105.1 	8	4335110	7.37 	6.30 	0.19 	trans
317	GRMZM2G092578	1	127.0 	1	10846902 	9	357	409.4 	404.2 	414.7 	9	128334656	4.97 	-5.22 	0.12 	trans
318	GRMZM2G139834	1	127.6 	1	10900651 	1	862	897.0 	890.8 	900.7 	1	223834798	4.52 	0.05 	0.13 	trans
319	GRMZM2G358279	1	128.3 	1	10962601 	4	501	644.6 	641.8 	650.5 	4	178757103	6.21 	-0.31 	0.18 	trans
320	GRMZM2G358279	1	128.3 	1	10962601 	5	357	472.8 	470.0 	476.6 	5	63483802	5.16 	-0.29 	0.15 	trans
321	GRMZM2G056870	1	128.7 	1	10995181 	4	581	726.1 	722.4 	728.1 	4	192850808	5.03 	-1.75 	0.14 	trans
322	GRMZM2G056870	1	128.7 	1	10995181 	7	428	511.1 	505.1 	517.3 	7	157570966	5.08 	1.79 	0.14 	trans
323	GRMZM2G112728	1	129.3 	1	11111480 	10	413	472.1 	466.1 	475.1 	10	141314498	4.57 	-0.16 	0.14 	trans
324	AC209858.4_FG004	1	130.2 	1	11301494 	1	141	128.7 	126.1 	130.6 	1	11300944	24.41 	2.22 	0.47 	cis
325	AC209858.4_FG004	1	130.2 	1	11301494 	4	460	552.8 	551.5 	558.9 	4	173082540	4.30 	0.72 	0.05 	trans
326	AC209858.4_FG002	1	130.6 	1	11394251 	1	137	128.1 	125.1 	128.7 	1	10618984	30.64 	2.13 	0.65 	cis
327	GRMZM2G703490	1	130.7 	1	11401393 	2	32	44.4 	40.9 	49.5 	2	2629558	4.89 	2.04 	0.15 	trans
328	GRMZM2G703490	1	130.7 	1	11401393 	5	253	351.1 	346.3 	359.1 	5	18068302	4.57 	-1.94 	0.13 	trans
329	GRMZM2G086163	1	131.0 	1	11476081 	1	141	128.7 	126.1 	130.6 	1	11300944	23.44 	-0.49 	0.64 	cis
330	GRMZM2G086163	1	131.0 	1	11476081 	9	174	223.1 	213.7 	228.7 	9	16903106	4.69 	0.26 	0.19 	trans
331	GRMZM2G086072	1	131.1 	1	11484971 	1	141	129.7 	128.1 	134.4 	1	11300944	17.77 	0.56 	0.44 	cis
332	GRMZM2G122787	1	131.3 	1	11531278 	4	106	157.2 	155.1 	161.6 	4	5874666	8.29 	0.37 	0.22 	trans
333	GRMZM2G122787	1	131.3 	1	11531278 	5	320	436.4 	429.6 	439.0 	5	43154649	5.16 	-0.27 	0.13 	trans
334	GRMZM2G315806	1	132.1 	1	11691062 	5	311	415.1 	409.1 	421.2 	5	34353112	4.76 	-0.24 	0.13 	trans
335	GRMZM2G018080	1	132.1 	1	11694907 	4	602	737.1 	732.5 	738.3 	4	200847909	4.77 	-0.39 	0.14 	trans
336	GRMZM2G445783	1	132.6 	1	11791995 	1	137	127.1 	121.1 	128.7 	1	10618984	13.93 	0.66 	0.51 	cis
337	GRMZM2G141636	1	133.3 	1	11949412 	1	141	128.7 	128.1 	129.7 	1	11300944	33.43 	2.55 	0.73 	cis
338	GRMZM2G027821	1	133.5 	1	11984782 	1	141	129.7 	128.7 	130.6 	1	11300944	57.62 	6.44 	0.88 	cis
339	GRMZM5G813886	1	133.5 	1	11990587 	1	142	130.6 	128.7 	134.4 	1	12062661	64.07 	1.50 	0.89 	cis
340	GRMZM5G813886	1	133.5 	1	11990587 	3	797	981.1 	973.7 	985.8 	3	217898080	4.75 	0.19 	0.01 	trans
341	GRMZM2G000749	1	134.2 	1	12103102 	7	434	517.3 	511.1 	522.4 	7	157690582	8.67 	-0.87 	0.25 	trans
342	GRMZM2G300801	1	134.4 	1	12141701 	1	147	134.4 	133.5 	134.5 	1	12141788	37.53 	9.23 	0.75 	cis
343	GRMZM2G300801	1	134.4 	1	12141701 	5	564	685.3 	680.1 	690.6 	5	188846979	4.52 	-2.28 	0.04 	trans
344	GRMZM2G000823	1	134.4 	1	12148493 	1	142	130.6 	128.7 	134.4 	1	12062661	12.63 	1.06 	0.31 	cis
345	GRMZM2G076062	1	134.4 	1	12167773 	1	147	134.4 	133.5 	134.5 	1	12141788	55.15 	14.83 	0.89 	cis
346	GRMZM2G377780	1	134.4 	1	12180859 	10	99	130.0 	128.8 	138.0 	10	6861347	4.57 	0.98 	0.14 	trans
347	GRMZM2G377780	1	134.4 	1	12180859 	9	456	502.3 	499.0 	509.9 	9	141829520	4.38 	1.01 	0.14 	trans
348	GRMZM2G076423	1	134.7 	1	12187512 	7	441	542.1 	524.8 	543.6 	7	158334460	5.45 	-1.58 	0.15 	trans
349	GRMZM2G076423	1	134.7 	1	12187512 	3	784	963.9 	963.0 	965.6 	3	216505021	4.84 	1.60 	0.13 	trans
350	GRMZM2G096252	1	135.3 	1	12211320 	1	150	135.2 	134.4 	141.8 	1	12172707	10.62 	0.17 	0.32 	cis
351	GRMZM2G096252	1	135.3 	1	12211320 	10	81	104.9 	102.8 	111.2 	10	5885914	5.62 	0.11 	0.14 	trans
352	GRMZM2G169747	1	136.3 	1	12251185 	3	893	1133.1 	1132.9 	1142.9 	3	228216224	5.66 	-0.18 	0.15 	trans
353	GRMZM2G472266	1	136.4 	1	12255042 	3	75	138.2 	131.8 	140.1 	3	4677638	7.13 	-1.03 	0.22 	trans
354	GRMZM2G038982	1	137.9 	1	12313049 	2	95	139.5 	136.5 	146.1 	2	6006426	6.80 	-0.17 	0.24 	trans
355	GRMZM2G453148	1	138.5 	1	12335689 	10	372	404.6 	399.0 	406.5 	10	138192406	6.21 	0.23 	0.19 	trans
356	GRMZM2G453139	1	138.6 	1	12337952 	1	671	692.9 	691.3 	696.1 	1	191583073	5.39 	-0.62 	0.14 	trans
357	GRMZM2G453111	1	138.8 	1	12346210 	2	557	744.8 	741.1 	748.0 	2	204174065	8.06 	0.71 	0.23 	trans
358	GRMZM2G453111	1	138.8 	1	12346210 	5	203	283.6 	281.3 	292.6 	5	11904200	5.35 	-0.55 	0.15 	trans
359	GRMZM2G154211	1	139.0 	1	12354605 	1	152	142.3 	135.2 	148.1 	1	12486961	4.94 	-1.52 	0.13 	cis
360	GRMZM2G154211	1	139.0 	1	12354605 	9	641	700.4 	694.8 	707.4 	9	153704136	4.73 	-1.56 	0.13 	trans
361	GRMZM2G154119	1	140.9 	1	12429128 	1	151	136.8 	135.2 	142.3 	1	12421578	11.66 	0.34 	0.32 	cis
362	GRMZM2G154087	1	141.0 	1	12435344 	1	151	135.8 	135.2 	138.8 	1	12421578	45.29 	1.43 	0.80 	cis
363	GRMZM2G453001	1	141.2 	1	12441626 	8	581	738.1 	733.0 	743.6 	8	169088862	4.70 	-0.33 	0.14 	trans
364	GRMZM2G154036	1	142.3 	1	12484131 	1	151	135.8 	135.2 	140.8 	1	12421578	13.26 	0.22 	0.36 	cis
365	GRMZM2G154036	1	142.3 	1	12484131 	6	384	495.5 	494.7 	496.4 	6	151289600	5.96 	-0.11 	0.14 	trans
366	GRMZM2G166445	1	142.6 	1	12498425 	4	428	498.0 	495.0 	504.0 	4	165359366	4.26 	-1.55 	0.27 	trans
367	GRMZM2G165998	1	143.0 	1	12517056 	1	153	142.9 	137.8 	147.1 	1	12588152	5.71 	-3.01 	0.16 	cis
368	GRMZM2G165972	1	143.1 	1	12521072 	1	495	520.8 	512.8 	526.6 	1	84912114	6.81 	0.08 	0.20 	trans
369	GRMZM2G165972	1	143.1 	1	12521072 	3	774	956.7 	949.9 	962.0 	3	214810670	4.50 	-0.07 	0.12 	trans
370	GRMZM2G480386	1	146.2 	1	12661906 	6	110	165.3 	164.7 	167.2 	6	91643902	5.87 	0.27 	0.15 	trans
371	GRMZM5G837981	1	147.0 	1	12833966 	4	504	650.5 	645.9 	655.8 	4	178890566	5.09 	0.07 	0.15 	trans
372	GRMZM2G136081	1	147.1 	1	12853346 	1	172	161.9 	157.9 	163.0 	1	14168310	6.25 	1.37 	0.17 	cis
373	GRMZM2G031790	1	148.4 	1	12945704 	1	163	155.4 	148.1 	159.6 	1	13449226	6.69 	0.18 	0.19 	cis
374	GRMZM2G031718	1	148.5 	1	12951264 	1	158	149.0 	147.1 	150.1 	1	13054840	27.96 	-0.76 	0.63 	cis
375	GRMZM2G031718	1	148.5 	1	12951264 	10	198	230.8 	227.2 	231.8 	10	84161705	4.79 	-0.44 	0.07 	trans
376	GRMZM2G172448	1	148.8 	1	12974171 	1	159	151.1 	146.2 	154.0 	1	12756818	18.79 	2.80 	0.50 	cis
377	GRMZM2G172410	1	148.9 	1	12981417 	1	158	149.0 	143.9 	154.6 	1	13054840	6.24 	-0.23 	0.18 	cis
378	GRMZM2G172410	1	148.9 	1	12981417 	5	212	303.8 	300.2 	305.4 	5	12858572	5.55 	-0.24 	0.16 	trans
379	GRMZM2G172410	1	148.9 	1	12981417 	4	654	775.7 	768.9 	776.7 	4	228328669	4.37 	0.20 	0.12 	trans
380	GRMZM2G172322	1	149.0 	1	12990287 	6	422	523.1 	518.9 	528.5 	6	155193243	5.35 	-0.47 	0.14 	trans
381	GRMZM2G172322	1	149.0 	1	12990287 	10	172	210.8 	205.9 	217.8 	10	62643018	4.39 	-0.42 	0.11 	trans
382	GRMZM2G172322	1	149.0 	1	12990287 	1	1283	1354.0 	1346.1 	1356.2 	1	299197782	4.40 	0.43 	0.11 	trans
383	GRMZM2G377311	1	154.2 	1	13365134 	1	932	971.6 	967.9 	974.5 	1	240982227	7.95 	-0.65 	0.20 	trans
384	GRMZM2G169320	1	155.2 	1	13538406 	1	162	155.0 	151.1 	160.6 	1	13596587	4.45 	0.36 	0.14 	cis
385	GRMZM2G169280	1	155.0 	1	13588301 	1	163	155.4 	148.1 	157.2 	1	13449226	9.81 	-0.31 	0.30 	cis
386	GRMZM2G169280	1	155.0 	1	13588301 	3	63	107.9 	105.9 	108.4 	3	4059388	5.16 	-1.04 	0.18 	trans
387	GRMZM2G470438	1	155.0 	1	13599155 	1	162	155.0 	154.0 	155.4 	1	13596587	73.16 	7.63 	0.81 	cis
388	GRMZM2G417455	1	156.1 	1	13686520 	1	166	157.8 	156.0 	159.6 	1	13714202	20.93 	-5.70 	0.48 	cis
389	GRMZM2G407396	1	156.8 	1	13744198 	1	166	157.8 	156.0 	158.7 	1	13714202	31.33 	1.54 	0.51 	cis
390	GRMZM2G407396	1	156.8 	1	13744198 	9	103	133.1 	130.5 	138.3 	9	10890410	17.15 	-0.95 	0.19 	trans
391	GRMZM2G314133	1	157.4 	1	13796506 	3	85	157.3 	147.7 	163.1 	3	5326460	4.85 	0.66 	0.13 	trans
392	GRMZM2G123986	1	159.8 	1	13992225 	4	651	768.2 	767.4 	768.9 	4	226502254	5.53 	-0.51 	0.16 	trans
393	GRMZM2G123986	1	159.8 	1	13992225 	8	545	689.2 	683.6 	694.4 	8	166713976	4.72 	0.17 	0.14 	trans
394	GRMZM2G124051	1	161.1 	1	14098337 	1	168	158.7 	155.4 	161.1 	1	14072980	8.78 	-0.71 	0.22 	cis
395	GRMZM5G850455	1	161.1 	1	14103701 	1	172	161.9 	158.7 	164.0 	1	14168310	19.33 	26.58 	0.46 	cis
396	GRMZM2G124143	1	161.1 	1	14105992 	1	168	158.7 	157.8 	161.1 	1	14072980	41.09 	12.65 	0.67 	cis
397	GRMZM2G124143	1	161.1 	1	14105992 	5	203	283.6 	282.8 	286.6 	5	11904200	9.85 	5.92 	0.07 	trans
398	GRMZM2G115131	1	161.9 	1	14167847 	1	172	161.9 	161.1 	163.0 	1	14168310	14.44 	1.44 	0.34 	cis
399	GRMZM2G115131	1	161.9 	1	14167847 	4	480	606.6 	598.5 	620.6 	4	176301838	5.40 	0.88 	0.13 	trans
